crm_invoice_id,customer_id,invoice_date,total_amount,status,synced_to_accounting,is_promotional
CRM-INV-00075,CUST-0076,2026-01-21,2497.12,Paid,TRUE,FALSE
CRM-INV-00076,CUST-0062,2026-01-16,9543.00,Open,TRUE,FALSE
CRM-INV-00077,CUST-0198,2026-01-03,716.08,Paid,TRUE,FALSE
CRM-INV-00078,CUST-0056,2026-01-02,1370.25,Paid,TRUE,FALSE
CRM-INV-00079,CUST-0129,2026-01-25,2795.09,Paid,TRUE,FALSE
CRM-INV-00080,CUST-0053,2026-01-26,2361.12,Paid,TRUE,FALSE
CRM-INV-00081,CUST-0112,2026-01-24,3673.42,Paid,TRUE,FALSE
CRM-INV-00082,CUST-0157,2026-01-20,648.63,Paid,TRUE,FALSE
CRM-INV-00083,CUST-0182,2026-01-05,691.76,Open,TRUE,FALSE
CRM-INV-00084,CUST-0134,2026-01-17,4204.70,Open,TRUE,FALSE
CRM-INV-00085,CUST-0008,2026-01-11,7232.34,Paid,TRUE,FALSE
CRM-INV-00086,CUST-0146,2026-01-06,518.35,Paid,TRUE,FALSE
CRM-INV-00087,CUST-0131,2026-01-01,1473.36,Paid,TRUE,FALSE
CRM-INV-00088,CUST-0094,2026-01-13,3055.76,Paid,TRUE,FALSE
CRM-INV-00089,CUST-0064,2026-01-14,1129.13,Paid,TRUE,FALSE
CRM-INV-00090,CUST-0133,2026-01-02,7209.53,Paid,TRUE,FALSE
CRM-INV-00091,CUST-0052,2026-01-10,7315.00,Paid,TRUE,FALSE
CRM-INV-00092,CUST-0105,2026-01-01,1395.76,Open,TRUE,TRUE
CRM-INV-00093,CUST-0001,2026-01-25,3147.98,Open,TRUE,FALSE
CRM-INV-00094,CUST-0037,2026-01-23,4783.47,Paid,TRUE,FALSE
CRM-INV-00095,CUST-0192,2026-01-03,3424.49,Paid,TRUE,FALSE
CRM-INV-00096,CUST-0081,2026-01-30,5613.70,Paid,TRUE,FALSE
CRM-INV-00097,CUST-0198,2026-01-19,682.62,Paid,TRUE,FALSE
CRM-INV-00098,CUST-0120,2026-01-11,5259.54,Open,TRUE,FALSE
CRM-INV-00099,CUST-0024,2026-01-06,2080.43,Open,TRUE,FALSE
CRM-INV-00100,CUST-0092,2026-01-13,6249.70,Paid,TRUE,FALSE
CRM-INV-00101,CUST-0036,2026-01-04,1268.92,Paid,TRUE,FALSE
CRM-INV-00102,CUST-0103,2026-01-12,330.95,Open,TRUE,FALSE
CRM-INV-00103,CUST-0020,2026-01-01,3583.52,Open,TRUE,FALSE
CRM-INV-00104,CUST-0024,2026-01-29,2790.54,Open,TRUE,FALSE
CRM-INV-00105,CUST-0102,2026-01-16,2375.80,Paid,TRUE,FALSE
CRM-INV-00106,CUST-0055,2026-01-30,1875.74,Paid,TRUE,FALSE
CRM-INV-00107,CUST-0159,2026-01-20,3965.95,Open,TRUE,FALSE
CRM-INV-00108,CUST-0123,2026-01-02,1037.26,Paid,TRUE,FALSE
CRM-INV-00109,CUST-0052,2026-01-21,7264.02,Paid,TRUE,FALSE
CRM-INV-00110,CUST-0082,2026-01-20,3073.79,Paid,TRUE,FALSE
CRM-INV-00111,CUST-0197,2026-01-19,1060.82,Paid,TRUE,FALSE
CRM-INV-00112,CUST-0189,2026-01-02,976.10,Paid,TRUE,FALSE
CRM-INV-00113,CUST-0152,2026-01-11,3066.14,Paid,TRUE,FALSE
CRM-INV-00114,CUST-0049,2026-01-27,3350.66,Paid,TRUE,FALSE
CRM-INV-00115,CUST-0006,2026-01-17,3708.03,Open,TRUE,FALSE
CRM-INV-00116,CUST-0083,2026-01-02,532.71,Open,TRUE,FALSE
CRM-INV-00117,CUST-0135,2026-01-28,4730.73,Paid,TRUE,FALSE
CRM-INV-00118,CUST-0083,2026-01-05,1407.64,Paid,TRUE,FALSE
CRM-INV-00119,CUST-0045,2026-01-23,4807.00,Open,TRUE,FALSE
CRM-INV-00120,CUST-0180,2026-01-31,4253.82,Paid,TRUE,FALSE
CRM-INV-00121,CUST-0020,2026-01-08,2408.37,Paid,TRUE,FALSE
CRM-INV-00122,CUST-0068,2026-01-07,2022.46,Open,TRUE,FALSE
CRM-INV-00123,CUST-0185,2026-01-01,3381.20,Open,TRUE,FALSE
CRM-INV-00124,CUST-0043,2026-01-29,7784.45,Paid,TRUE,FALSE
CRM-INV-00125,CUST-0019,2026-01-26,54.08,Paid,TRUE,FALSE
CRM-INV-00126,CUST-0027,2026-01-03,3164.59,Paid,TRUE,FALSE
CRM-INV-00127,CUST-0158,2026-01-29,3554.65,Paid,TRUE,FALSE
CRM-INV-00128,CUST-0053,2026-01-07,3937.65,Paid,TRUE,FALSE
CRM-INV-00129,CUST-0141,2026-01-27,1571.43,Paid,TRUE,FALSE
CRM-INV-00130,CUST-0007,2026-01-07,2415.72,Open,TRUE,FALSE
CRM-INV-00131,CUST-0079,2026-01-26,9383.94,Open,TRUE,FALSE
CRM-INV-00132,CUST-0095,2026-01-06,4158.99,Paid,TRUE,FALSE
CRM-INV-00133,CUST-0179,2026-01-22,1703.34,Open,TRUE,FALSE
CRM-INV-00134,CUST-0106,2026-01-25,8064.75,Paid,TRUE,FALSE
CRM-INV-00135,CUST-0183,2026-01-02,3908.22,Paid,TRUE,FALSE
CRM-INV-00136,CUST-0175,2026-01-14,3290.39,Paid,TRUE,FALSE
CRM-INV-00137,CUST-0187,2026-01-30,2404.50,Paid,TRUE,FALSE
CRM-INV-00138,CUST-0142,2026-01-11,2291.17,Paid,TRUE,FALSE
CRM-INV-00139,CUST-0146,2026-01-19,5199.75,Paid,TRUE,FALSE
CRM-INV-00140,CUST-0122,2026-01-02,2280.25,Paid,TRUE,FALSE
CRM-INV-00141,CUST-0085,2026-01-23,3851.72,Paid,TRUE,FALSE
CRM-INV-00142,CUST-0078,2026-01-10,5244.27,Open,TRUE,FALSE
CRM-INV-00143,CUST-0083,2026-01-09,4393.41,Open,TRUE,FALSE
CRM-INV-00144,CUST-0096,2026-01-27,1448.67,Paid,TRUE,FALSE
CRM-INV-00145,CUST-0182,2026-01-17,1868.45,Paid,TRUE,FALSE
CRM-INV-00146,CUST-0093,2026-01-23,3554.68,Paid,TRUE,FALSE
CRM-INV-00147,CUST-0032,2026-01-22,1872.84,Paid,TRUE,FALSE
CRM-INV-00148,CUST-0115,2026-01-06,3884.85,Paid,TRUE,FALSE
CRM-INV-00149,CUST-0042,2026-01-28,5418.71,Open,TRUE,FALSE
CRM-INV-00150,CUST-0197,2026-01-22,1266.09,Paid,TRUE,FALSE
CRM-INV-00151,CUST-0154,2026-01-26,1181.90,Paid,TRUE,FALSE
CRM-INV-00152,CUST-0079,2026-01-23,6058.76,Paid,TRUE,FALSE
CRM-INV-00153,CUST-0174,2026-01-17,3577.88,Paid,TRUE,FALSE
CRM-INV-00154,CUST-0071,2026-01-21,2041.19,Paid,TRUE,FALSE
CRM-INV-00155,CUST-0062,2026-01-29,3382.75,Paid,TRUE,FALSE
CRM-INV-00156,CUST-0175,2026-01-05,1440.48,Open,TRUE,FALSE
CRM-INV-00157,CUST-0067,2026-01-30,3379.13,Paid,TRUE,FALSE
CRM-INV-00158,CUST-0164,2026-01-26,3793.74,Paid,TRUE,FALSE
CRM-INV-00159,CUST-0190,2026-01-09,5405.90,Paid,TRUE,FALSE
CRM-INV-00160,CUST-0085,2026-01-12,1514.58,Open,TRUE,FALSE
CRM-INV-00161,CUST-0150,2026-01-19,6389.71,Open,TRUE,FALSE
CRM-INV-00162,CUST-0039,2026-01-05,4411.10,Paid,TRUE,FALSE
CRM-INV-00163,CUST-0184,2026-01-06,2847.96,Paid,TRUE,FALSE
CRM-INV-00164,CUST-0046,2026-01-11,268.40,Paid,TRUE,FALSE
CRM-INV-00165,CUST-0195,2026-01-25,1012.74,Paid,TRUE,FALSE
CRM-INV-00166,CUST-0112,2026-01-21,3796.88,Open,TRUE,FALSE
CRM-INV-00167,CUST-0004,2026-01-29,2875.63,Paid,TRUE,FALSE
CRM-INV-00168,CUST-0089,2026-01-10,3548.71,Paid,TRUE,FALSE
CRM-INV-00169,CUST-0012,2026-01-10,3163.07,Paid,TRUE,FALSE
CRM-INV-00170,CUST-0049,2026-01-06,3992.97,Paid,TRUE,FALSE
CRM-INV-00171,CUST-0183,2026-01-21,1697.00,Open,TRUE,FALSE
CRM-INV-00172,CUST-0160,2026-01-02,2754.90,Paid,TRUE,FALSE
CRM-INV-00173,CUST-0122,2026-01-23,2853.52,Paid,TRUE,FALSE
CRM-INV-00174,CUST-0170,2026-01-17,1698.98,Paid,TRUE,FALSE
CRM-INV-00175,CUST-0028,2026-01-16,1748.20,Open,TRUE,FALSE
CRM-INV-00176,CUST-0052,2026-01-12,7809.60,Paid,TRUE,FALSE
CRM-INV-00177,CUST-0172,2026-01-03,169.12,Paid,TRUE,FALSE
CRM-INV-00178,CUST-0024,2026-01-25,5345.77,Open,TRUE,FALSE
CRM-INV-00179,CUST-0011,2026-01-28,3340.70,Paid,TRUE,FALSE
CRM-INV-00180,CUST-0036,2026-01-22,3269.87,Open,TRUE,FALSE
CRM-INV-00181,CUST-0024,2026-01-12,3366.66,Open,TRUE,FALSE
CRM-INV-00182,CUST-0177,2026-01-28,1687.68,Paid,TRUE,FALSE
CRM-INV-00183,CUST-0152,2026-01-16,6170.31,Paid,TRUE,FALSE
CRM-INV-00184,CUST-0125,2026-01-04,4511.47,Open,TRUE,FALSE
CRM-INV-00185,CUST-0172,2026-01-28,1988.14,Paid,TRUE,FALSE
CRM-INV-00186,CUST-0165,2026-01-13,1499.60,Paid,TRUE,FALSE
CRM-INV-00187,CUST-0121,2026-01-28,6026.66,Paid,TRUE,FALSE
CRM-INV-00188,CUST-0058,2026-01-18,7272.84,Paid,TRUE,FALSE
CRM-INV-00189,CUST-0031,2026-01-16,1136.66,Paid,TRUE,FALSE
CRM-INV-00190,CUST-0143,2026-01-18,8467.42,Open,TRUE,TRUE
CRM-INV-00191,CUST-0164,2026-01-10,6005.94,Paid,TRUE,FALSE
CRM-INV-00192,CUST-0159,2026-01-20,3709.20,Paid,TRUE,FALSE
CRM-INV-00193,CUST-0091,2026-01-27,3805.49,Paid,TRUE,FALSE
CRM-INV-00194,CUST-0184,2026-01-24,2755.44,Paid,TRUE,FALSE
CRM-INV-00195,CUST-0049,2026-01-23,2007.80,Paid,TRUE,FALSE
CRM-INV-00196,CUST-0151,2026-01-31,7527.82,Paid,TRUE,FALSE
CRM-INV-00197,CUST-0045,2026-01-24,2844.02,Paid,TRUE,FALSE
CRM-INV-00198,CUST-0099,2026-01-14,5986.10,Paid,TRUE,FALSE
CRM-INV-00199,CUST-0192,2026-01-17,3474.54,Paid,TRUE,FALSE
CRM-INV-00200,CUST-0075,2026-01-22,4597.53,Open,TRUE,FALSE
CRM-INV-00201,CUST-0195,2026-01-12,3809.71,Paid,TRUE,FALSE
CRM-INV-00202,CUST-0172,2026-01-02,1802.91,Paid,TRUE,FALSE
CRM-INV-00203,CUST-0016,2026-01-23,3250.37,Open,TRUE,FALSE
CRM-INV-00204,CUST-0144,2026-01-13,2474.58,Open,TRUE,FALSE
CRM-INV-00205,CUST-0100,2026-01-14,5830.90,Open,TRUE,FALSE
CRM-INV-00206,CUST-0163,2026-01-23,1798.72,Paid,TRUE,FALSE
CRM-INV-00207,CUST-0175,2026-01-03,771.40,Paid,TRUE,FALSE
CRM-INV-00208,CUST-0143,2026-01-09,633.65,Paid,TRUE,FALSE
CRM-INV-00209,CUST-0040,2026-01-02,389.30,Paid,TRUE,FALSE
CRM-INV-00210,CUST-0147,2026-01-18,3586.96,Open,TRUE,FALSE
CRM-INV-00211,CUST-0041,2026-01-14,3186.65,Paid,TRUE,FALSE
CRM-INV-00212,CUST-0193,2026-01-20,6885.15,Paid,TRUE,FALSE
CRM-INV-00213,CUST-0030,2026-01-13,4828.36,Paid,TRUE,FALSE
CRM-INV-00214,CUST-0076,2026-01-29,1280.86,Open,TRUE,FALSE
CRM-INV-00215,CUST-0198,2026-01-18,6699.75,Paid,TRUE,FALSE
CRM-INV-00216,CUST-0019,2026-01-24,1910.10,Paid,TRUE,FALSE
CRM-INV-00217,CUST-0019,2026-01-02,984.86,Open,TRUE,FALSE
CRM-INV-00218,CUST-0105,2026-01-13,6954.33,Paid,TRUE,FALSE
CRM-INV-00219,CUST-0165,2026-01-24,2294.98,Paid,TRUE,FALSE
CRM-INV-00220,CUST-0113,2026-01-13,5101.11,Open,TRUE,FALSE
CRM-INV-00221,CUST-0140,2026-01-10,3214.44,Paid,TRUE,FALSE
CRM-INV-00222,CUST-0002,2026-01-19,6048.01,Paid,TRUE,FALSE
CRM-INV-00223,CUST-0057,2026-01-20,13641.14,Paid,FALSE,FALSE
CRM-INV-00224,CUST-0141,2026-01-03,4596.86,Open,TRUE,FALSE
CRM-INV-00225,CUST-0092,2026-01-05,5126.24,Open,FALSE,FALSE
CRM-INV-00226,CUST-0082,2026-01-16,5864.58,Paid,TRUE,FALSE
CRM-INV-00227,CUST-0081,2026-01-08,2117.09,Paid,TRUE,FALSE
CRM-INV-00228,CUST-0188,2026-01-11,5807.92,Open,TRUE,FALSE
CRM-INV-00229,CUST-0036,2026-01-29,27948.14,Open,TRUE,TRUE
CRM-INV-00230,CUST-0149,2026-01-13,6477.33,Paid,TRUE,FALSE
CRM-INV-00231,CUST-0198,2026-01-19,5285.44,Paid,TRUE,FALSE
CRM-INV-00232,CUST-0170,2026-01-08,26833.34,Paid,TRUE,TRUE
CRM-INV-00233,CUST-0038,2026-01-24,4555.02,Paid,TRUE,FALSE
CRM-INV-00234,CUST-0172,2026-01-07,8769.71,Open,TRUE,FALSE
CRM-INV-00235,CUST-0068,2026-01-19,7969.35,Paid,TRUE,FALSE
CRM-INV-00236,CUST-0091,2026-01-27,5635.21,Paid,TRUE,FALSE
CRM-INV-00237,CUST-0059,2026-01-03,5107.55,Paid,TRUE,FALSE
CRM-INV-00238,CUST-0085,2026-01-24,609.76,Paid,TRUE,FALSE
CRM-INV-00239,CUST-0152,2026-01-06,3411.75,Open,TRUE,FALSE
CRM-INV-00240,CUST-0038,2026-01-02,3958.41,Paid,TRUE,FALSE
CRM-INV-00241,CUST-0145,2026-01-21,818.55,Open,TRUE,FALSE
CRM-INV-00242,CUST-0056,2026-01-15,5814.52,Paid,TRUE,FALSE
CRM-INV-00243,CUST-0176,2026-01-11,5855.74,Paid,TRUE,FALSE
CRM-INV-00244,CUST-0130,2026-01-22,3160.13,Paid,TRUE,FALSE
CRM-INV-00245,CUST-0169,2026-01-05,4953.50,Paid,TRUE,FALSE
CRM-INV-00246,CUST-0124,2026-01-26,4970.08,Open,TRUE,FALSE
CRM-INV-00247,CUST-0022,2026-01-10,2792.88,Paid,TRUE,FALSE
CRM-INV-00248,CUST-0053,2026-01-23,1839.60,Paid,TRUE,FALSE
CRM-INV-00249,CUST-0138,2026-01-14,7710.26,Paid,TRUE,FALSE
CRM-INV-00250,CUST-0124,2026-01-09,710.10,Open,TRUE,FALSE
CRM-INV-00251,CUST-0169,2026-01-04,2298.92,Paid,TRUE,FALSE
CRM-INV-00252,CUST-0087,2026-01-26,17710.98,Paid,TRUE,TRUE
CRM-INV-00253,CUST-0017,2026-01-09,843.46,Open,TRUE,FALSE
CRM-INV-00254,CUST-0103,2026-01-20,2848.38,Paid,TRUE,FALSE
CRM-INV-00255,CUST-0154,2026-01-17,3355.63,Open,TRUE,FALSE
CRM-INV-00256,CUST-0023,2026-01-09,3768.51,Open,TRUE,FALSE
CRM-INV-00257,CUST-0141,2026-01-10,4132.25,Paid,TRUE,FALSE
CRM-INV-00258,CUST-0105,2026-01-17,789.16,Paid,TRUE,FALSE
CRM-INV-00259,CUST-0088,2026-01-31,2414.45,Open,TRUE,FALSE
CRM-INV-00260,CUST-0148,2026-01-09,4925.92,Paid,TRUE,FALSE
CRM-INV-00261,CUST-0151,2026-01-28,152.44,Paid,TRUE,FALSE
CRM-INV-00262,CUST-0098,2026-01-21,2653.59,Open,TRUE,FALSE
CRM-INV-00263,CUST-0133,2026-01-18,817.55,Paid,TRUE,FALSE
CRM-INV-00264,CUST-0024,2026-01-13,4651.66,Open,TRUE,FALSE
CRM-INV-00265,CUST-0069,2026-01-06,2796.36,Open,TRUE,FALSE
CRM-INV-00266,CUST-0053,2026-01-08,2014.44,Paid,TRUE,FALSE
CRM-INV-00267,CUST-0021,2026-01-22,1662.85,Paid,TRUE,FALSE
CRM-INV-00268,CUST-0148,2026-01-28,3313.58,Open,TRUE,FALSE
CRM-INV-00269,CUST-0033,2026-01-02,5416.69,Paid,TRUE,FALSE
CRM-INV-00270,CUST-0118,2026-01-11,1473.36,Paid,TRUE,FALSE
CRM-INV-00271,CUST-0026,2026-01-11,4103.55,Paid,TRUE,FALSE
CRM-INV-00272,CUST-0157,2026-01-11,4448.36,Paid,TRUE,FALSE
CRM-INV-00273,CUST-0103,2026-01-09,4814.84,Open,TRUE,FALSE
CRM-INV-00274,CUST-0051,2026-01-05,1934.03,Paid,TRUE,FALSE
CRM-INV-00275,CUST-0162,2026-01-17,4534.20,Paid,TRUE,FALSE
CRM-INV-00276,CUST-0066,2026-01-16,2269.68,Paid,TRUE,FALSE
CRM-INV-00277,CUST-0093,2026-01-18,8724.51,Open,TRUE,FALSE
CRM-INV-00278,CUST-0073,2026-01-12,4557.95,Paid,TRUE,FALSE
CRM-INV-00279,CUST-0119,2026-01-21,2857.08,Open,TRUE,FALSE
CRM-INV-00280,CUST-0019,2026-01-03,2285.26,Paid,TRUE,FALSE
CRM-INV-00281,CUST-0182,2026-01-09,4259.43,Paid,TRUE,FALSE
CRM-INV-00282,CUST-0006,2026-01-05,2155.64,Paid,TRUE,FALSE
CRM-INV-00283,CUST-0102,2026-01-04,2912.64,Paid,TRUE,FALSE
CRM-INV-00284,CUST-0007,2026-01-25,3664.73,Paid,TRUE,FALSE
CRM-INV-00285,CUST-0064,2026-01-24,1719.12,Paid,TRUE,FALSE
CRM-INV-00286,CUST-0084,2026-01-28,1803.48,Paid,TRUE,FALSE
CRM-INV-00287,CUST-0163,2026-01-29,2912.18,Paid,TRUE,FALSE
CRM-INV-00288,CUST-0040,2026-01-10,100.65,Paid,TRUE,FALSE
CRM-INV-00289,CUST-0121,2026-01-18,481.04,Open,TRUE,FALSE
CRM-INV-00290,CUST-0123,2026-01-10,153.02,Open,TRUE,FALSE
CRM-INV-00291,CUST-0153,2026-01-08,2434.08,Paid,TRUE,FALSE
CRM-INV-00292,CUST-0144,2026-01-14,3718.08,Paid,TRUE,FALSE
CRM-INV-00293,CUST-0062,2026-01-17,4032.48,Paid,TRUE,FALSE
CRM-INV-00294,CUST-0117,2026-01-20,5560.04,Paid,TRUE,FALSE
CRM-INV-00295,CUST-0027,2026-01-10,4355.98,Paid,TRUE,FALSE
CRM-INV-00296,CUST-0127,2026-01-07,3408.40,Paid,TRUE,FALSE
CRM-INV-00297,CUST-0193,2026-01-31,1845.71,Paid,TRUE,FALSE
CRM-INV-00298,CUST-0121,2026-01-06,3887.73,Open,TRUE,FALSE
CRM-INV-00299,CUST-0183,2026-01-08,4196.17,Paid,TRUE,FALSE
CRM-INV-00300,CUST-0054,2026-01-16,3277.22,Paid,TRUE,FALSE
CRM-INV-00301,CUST-0164,2026-01-10,676.52,Open,TRUE,FALSE
CRM-INV-00302,CUST-0061,2026-01-21,2989.83,Paid,TRUE,FALSE
CRM-INV-00303,CUST-0011,2026-01-19,2072.96,Paid,TRUE,FALSE
CRM-INV-00304,CUST-0087,2026-01-30,1903.38,Paid,TRUE,FALSE
CRM-INV-00305,CUST-0180,2026-01-18,3199.68,Paid,TRUE,FALSE
CRM-INV-00306,CUST-0143,2026-01-26,4823.97,Paid,TRUE,FALSE
CRM-INV-00307,CUST-0011,2026-01-16,3274.77,Paid,TRUE,FALSE
CRM-INV-00308,CUST-0120,2026-01-09,5724.11,Open,TRUE,FALSE
CRM-INV-00309,CUST-0130,2026-01-13,3102.42,Paid,TRUE,FALSE
CRM-INV-00310,CUST-0017,2026-01-22,5568.37,Paid,TRUE,FALSE
CRM-INV-00311,CUST-0029,2026-01-04,4624.03,Paid,TRUE,FALSE
CRM-INV-00312,CUST-0147,2026-01-21,4936.04,Paid,TRUE,FALSE
CRM-INV-00313,CUST-0054,2026-01-21,5679.50,Open,TRUE,FALSE
CRM-INV-00314,CUST-0069,2026-01-17,336.08,Open,TRUE,FALSE
CRM-INV-00315,CUST-0020,2026-01-31,2095.10,Paid,TRUE,FALSE
CRM-INV-00316,CUST-0049,2026-01-07,5771.82,Paid,TRUE,FALSE
CRM-INV-00317,CUST-0180,2026-01-22,6779.08,Paid,TRUE,FALSE
CRM-INV-00318,CUST-0154,2026-01-15,3995.32,Open,TRUE,FALSE
CRM-INV-00319,CUST-0083,2026-01-20,3040.36,Paid,TRUE,FALSE
CRM-INV-00320,CUST-0116,2026-01-15,1910.38,Paid,TRUE,FALSE
CRM-INV-00321,CUST-0057,2026-01-07,3969.81,Paid,TRUE,FALSE
CRM-INV-00322,CUST-0040,2026-01-05,4975.55,Paid,TRUE,FALSE
CRM-INV-00323,CUST-0146,2026-01-30,1318.34,Open,TRUE,FALSE
CRM-INV-00324,CUST-0045,2026-01-16,4643.97,Paid,TRUE,FALSE
CRM-INV-00325,CUST-0031,2026-01-28,568.86,Paid,TRUE,FALSE
CRM-INV-00326,CUST-0135,2026-01-02,1350.17,Paid,TRUE,FALSE
