line_id,acct_invoice_id,product_id,quantity,unit_price,line_total
ACCT-LN-000066,ACCT-INV-00023,PROD-0020,7,341.31,2389.17
ACCT-LN-000067,ACCT-INV-00024,PROD-0041,6,216.65,1299.90
ACCT-LN-000068,ACCT-INV-00024,PROD-0014,2,162.38,324.76
ACCT-LN-000069,ACCT-INV-00024,PROD-0001,5,33.55,167.75
ACCT-LN-000070,ACCT-INV-00024,PROD-0057,6,137.35,824.10
ACCT-LN-000071,ACCT-INV-00025,PROD-0024,7,363.40,2543.80
ACCT-LN-000072,ACCT-INV-00026,PROD-0014,1,162.38,162.38
ACCT-LN-000073,ACCT-INV-00026,PROD-0012,6,343.50,2061.00
ACCT-LN-000074,ACCT-INV-00026,PROD-0071,2,405.68,811.36
ACCT-LN-000075,ACCT-INV-00026,PROD-0077,6,483.25,2899.50
ACCT-LN-000076,ACCT-INV-00027,PROD-0050,2,422.65,845.30
ACCT-LN-000077,ACCT-INV-00027,PROD-0093,4,163.71,654.84
ACCT-LN-000078,ACCT-INV-00027,PROD-0074,3,21.14,63.42
ACCT-LN-000079,ACCT-INV-00027,PROD-0088,7,328.26,2297.82
ACCT-LN-000080,ACCT-INV-00028,PROD-0064,3,386.95,1160.85
ACCT-LN-000081,ACCT-INV-00028,PROD-0009,3,364.08,1092.24
ACCT-LN-000082,ACCT-INV-00028,PROD-0056,5,149.95,749.75
ACCT-LN-000083,ACCT-INV-00029,PROD-0047,5,450.44,2252.20
ACCT-LN-000084,ACCT-INV-00030,PROD-0077,4,483.25,1933.00
ACCT-LN-000085,ACCT-INV-00030,PROD-0059,2,123.75,247.50
ACCT-LN-000086,ACCT-INV-00030,PROD-0018,5,334.54,1672.70
ACCT-LN-000087,ACCT-INV-00030,PROD-0001,7,33.55,234.85
ACCT-LN-000088,ACCT-INV-00031,PROD-0057,6,137.35,824.10
ACCT-LN-000089,ACCT-INV-00031,PROD-0056,3,149.95,449.85
ACCT-LN-000090,ACCT-INV-00031,PROD-0039,6,351.57,2109.42
ACCT-LN-000091,ACCT-INV-00032,PROD-0041,3,216.65,649.95
ACCT-LN-000092,ACCT-INV-00032,PROD-0051,6,274.05,1644.30
ACCT-LN-000093,ACCT-INV-00032,PROD-0038,8,54.08,432.64
ACCT-LN-000094,ACCT-INV-00032,PROD-0074,4,21.14,84.56
ACCT-LN-000095,ACCT-INV-00033,PROD-0047,2,450.44,900.88
ACCT-LN-000096,ACCT-INV-00033,PROD-0073,4,335.84,1343.36
ACCT-LN-000097,ACCT-INV-00033,PROD-0076,3,358.04,1074.12
ACCT-LN-000098,ACCT-INV-00033,PROD-0088,1,328.26,328.26
ACCT-LN-000099,ACCT-INV-00034,PROD-0057,5,137.35,686.75
ACCT-LN-000100,ACCT-INV-00034,PROD-0089,2,60.13,120.26
ACCT-LN-000101,ACCT-INV-00035,PROD-0018,5,334.54,1672.70
ACCT-LN-000102,ACCT-INV-00035,PROD-0031,5,312.14,1560.70
ACCT-LN-000103,ACCT-INV-00035,PROD-0085,3,284.56,853.68
ACCT-LN-000104,ACCT-INV-00035,PROD-0092,7,175.43,1228.01
ACCT-LN-000105,ACCT-INV-00036,PROD-0062,7,76.22,533.54
ACCT-LN-000106,ACCT-INV-00036,PROD-0069,7,302.17,2115.19
ACCT-LN-000107,ACCT-INV-00036,PROD-0070,1,64.42,64.42
ACCT-LN-000108,ACCT-INV-00036,PROD-0047,2,450.44,900.88
ACCT-LN-000109,ACCT-INV-00036,PROD-0014,4,162.38,649.52
ACCT-LN-000110,ACCT-INV-00037,PROD-0006,28,348.13,9747.64
ACCT-LN-000111,ACCT-INV-00037,PROD-0083,30,251.46,7543.80
ACCT-LN-000112,ACCT-INV-00037,PROD-0052,20,288.73,5774.60
ACCT-LN-000113,ACCT-INV-00037,PROD-0056,13,149.95,1949.35
ACCT-LN-000114,ACCT-INV-00037,PROD-0002,13,368.34,4788.42
ACCT-LN-000115,ACCT-INV-00038,PROD-0072,4,394.58,1578.32
ACCT-LN-000116,ACCT-INV-00038,PROD-0058,6,378.28,2269.68
ACCT-LN-000117,ACCT-INV-00038,PROD-0051,8,274.05,2192.40
ACCT-LN-000118,ACCT-INV-00038,PROD-0099,3,21.86,65.58
ACCT-LN-000119,ACCT-INV-00038,PROD-0045,1,380.44,380.44
ACCT-LN-000120,ACCT-INV-00039,PROD-0015,3,309.23,927.69
ACCT-LN-000121,ACCT-INV-00040,PROD-0067,8,465.51,3724.08
ACCT-LN-000122,ACCT-INV-00040,PROD-0045,8,380.44,3043.52
ACCT-LN-000123,ACCT-INV-00041,PROD-0041,2,216.65,433.30
ACCT-LN-000124,ACCT-INV-00041,PROD-0039,1,351.57,351.57
ACCT-LN-000125,ACCT-INV-00041,PROD-0091,2,283.43,566.86
ACCT-LN-000126,ACCT-INV-00041,PROD-0003,6,492.35,2954.10
ACCT-LN-000127,ACCT-INV-00042,PROD-0095,17,107.90,1834.30
ACCT-LN-000128,ACCT-INV-00042,PROD-0067,15,465.51,6982.65
ACCT-LN-000129,ACCT-INV-00043,PROD-0060,4,380.80,1523.20
ACCT-LN-000130,ACCT-INV-00043,PROD-0052,3,288.73,866.19
ACCT-LN-000131,ACCT-INV-00043,PROD-0024,7,363.40,2543.80
ACCT-LN-000132,ACCT-INV-00043,PROD-0051,1,274.05,274.05
ACCT-LN-000133,ACCT-INV-00044,PROD-0055,7,173.52,1214.64
ACCT-LN-000134,ACCT-INV-00044,PROD-0001,4,33.55,134.20
ACCT-LN-000135,ACCT-INV-00044,PROD-0027,5,392.53,1962.65
ACCT-LN-000136,ACCT-INV-00044,PROD-0097,2,304.44,608.88
ACCT-LN-000137,ACCT-INV-00044,PROD-0074,2,21.14,42.28
ACCT-LN-000138,ACCT-INV-00045,PROD-0042,4,203.90,815.60
ACCT-LN-000139,ACCT-INV-00045,PROD-0059,2,123.75,247.50
ACCT-LN-000140,ACCT-INV-00045,PROD-0034,8,233.28,1866.24
ACCT-LN-000141,ACCT-INV-00046,PROD-0050,7,422.65,2958.55
ACCT-LN-000142,ACCT-INV-00046,PROD-0076,2,358.04,716.08
ACCT-LN-000143,ACCT-INV-00046,PROD-0045,6,380.44,2282.64
ACCT-LN-000144,ACCT-INV-00046,PROD-0059,3,123.75,371.25
ACCT-LN-000145,ACCT-INV-00046,PROD-0087,5,284.26,1421.30
ACCT-LN-000146,ACCT-INV-00047,PROD-0041,2,216.65,433.30
ACCT-LN-000147,ACCT-INV-00047,PROD-0031,5,312.14,1560.70
ACCT-LN-000148,ACCT-INV-00048,PROD-0066,7,482.89,3380.23
ACCT-LN-000149,ACCT-INV-00048,PROD-0054,3,141.18,423.54
ACCT-LN-000150,ACCT-INV-00049,PROD-0082,3,28.92,86.76
ACCT-LN-000151,ACCT-INV-00049,PROD-0072,3,394.58,1183.74
ACCT-LN-000152,ACCT-INV-00049,PROD-0063,5,474.66,2373.30
ACCT-LN-000153,ACCT-INV-00049,PROD-0018,3,334.54,1003.62
ACCT-LN-000154,ACCT-INV-00050,PROD-0046,1,276.04,276.04
ACCT-LN-000155,ACCT-INV-00051,PROD-0072,8,394.58,3156.64
ACCT-LN-000156,ACCT-INV-00051,PROD-0053,8,80.81,646.48
ACCT-LN-000157,ACCT-INV-00051,PROD-0054,8,141.18,1129.44
ACCT-LN-000158,ACCT-INV-00051,PROD-0063,3,474.66,1423.98
ACCT-LN-000159,ACCT-INV-00052,PROD-0038,1,54.08,54.08
ACCT-LN-000160,ACCT-INV-00052,PROD-0036,4,148.18,592.72
ACCT-LN-000161,ACCT-INV-00053,PROD-0073,8,335.84,2686.72
ACCT-LN-000162,ACCT-INV-00053,PROD-0071,2,405.68,811.36
ACCT-LN-000163,ACCT-INV-00053,PROD-0074,2,21.14,42.28
ACCT-LN-000164,ACCT-INV-00053,PROD-0035,6,386.42,2318.52
ACCT-LN-000165,ACCT-INV-00054,PROD-0070,4,64.42,257.68
ACCT-LN-000166,ACCT-INV-00054,PROD-0055,2,173.52,347.04
ACCT-LN-000167,ACCT-INV-00054,PROD-0095,4,107.90,431.60
ACCT-LN-000168,ACCT-INV-00054,PROD-0039,1,351.57,351.57
ACCT-LN-000169,ACCT-INV-00055,PROD-0057,2,137.35,274.70
ACCT-LN-000170,ACCT-INV-00056,PROD-0089,6,60.13,360.78
ACCT-LN-000171,ACCT-INV-00056,PROD-0091,7,283.43,1984.01
ACCT-LN-000172,ACCT-INV-00056,PROD-0022,3,311.47,934.41
ACCT-LN-000173,ACCT-INV-00056,PROD-0027,4,392.53,1570.12
ACCT-LN-000174,ACCT-INV-00056,PROD-0008,6,317.23,1903.38
ACCT-LN-000175,ACCT-INV-00057,PROD-0042,5,203.90,1019.50
ACCT-LN-000176,ACCT-INV-00057,PROD-0038,5,54.08,270.40
ACCT-LN-000177,ACCT-INV-00058,PROD-0018,7,334.54,2341.78
ACCT-LN-000178,ACCT-INV-00059,PROD-0090,3,163.51,490.53
ACCT-LN-000179,ACCT-INV-00059,PROD-0032,3,221.97,665.91
ACCT-LN-000180,ACCT-INV-00060,PROD-0063,3,474.66,1423.98
ACCT-LN-000181,ACCT-INV-00060,PROD-0074,5,21.14,105.70
ACCT-LN-000182,ACCT-INV-00060,PROD-0081,7,291.38,2039.66
ACCT-LN-000183,ACCT-INV-00060,PROD-0049,8,339.40,2715.20
ACCT-LN-000184,ACCT-INV-00061,PROD-0066,5,482.89,2414.45
ACCT-LN-000185,ACCT-INV-00061,PROD-0089,6,60.13,360.78
ACCT-LN-000186,ACCT-INV-00061,PROD-0059,8,123.75,990.00
ACCT-LN-000187,ACCT-INV-00061,PROD-0042,1,203.90,203.90
ACCT-LN-000188,ACCT-INV-00062,PROD-0082,6,28.92,173.52
ACCT-LN-000189,ACCT-INV-00062,PROD-0009,7,364.08,2548.56
ACCT-LN-000190,ACCT-INV-00062,PROD-0028,7,240.31,1682.17
ACCT-LN-000191,ACCT-INV-00062,PROD-0028,8,240.31,1922.48
ACCT-LN-000192,ACCT-INV-00063,PROD-0074,3,21.14,63.42
ACCT-LN-000193,ACCT-INV-00063,PROD-0073,8,335.84,2686.72
ACCT-LN-000194,ACCT-INV-00063,PROD-0044,1,246.34,246.34
ACCT-LN-000195,ACCT-INV-00063,PROD-0006,2,348.13,696.26
ACCT-LN-000196,ACCT-INV-00063,PROD-0081,8,291.38,2331.04
ACCT-LN-000197,ACCT-INV-00064,PROD-0001,7,33.55,234.85
ACCT-LN-000198,ACCT-INV-00064,PROD-0026,3,447.94,1343.82
ACCT-LN-000199,ACCT-INV-00064,PROD-0084,5,180.06,900.30
ACCT-LN-000200,ACCT-INV-00064,PROD-0021,5,86.47,432.35
ACCT-LN-000201,ACCT-INV-00065,PROD-0048,3,226.38,679.14
ACCT-LN-000202,ACCT-INV-00066,PROD-0055,2,173.52,347.04
ACCT-LN-000203,ACCT-INV-00066,PROD-0091,2,283.43,566.86
ACCT-LN-000204,ACCT-INV-00067,PROD-0076,4,358.04,1432.16
ACCT-LN-000205,ACCT-INV-00067,PROD-0067,8,465.51,3724.08
ACCT-LN-000206,ACCT-INV-00068,PROD-0055,3,173.52,520.56
ACCT-LN-000207,ACCT-INV-00069,PROD-0094,2,168.04,336.08
ACCT-LN-000208,ACCT-INV-00070,PROD-0018,7,334.54,2341.78
ACCT-LN-000209,ACCT-INV-00070,PROD-0100,3,37.08,111.24
ACCT-LN-000210,ACCT-INV-00070,PROD-0083,3,251.46,754.38
ACCT-LN-000211,ACCT-INV-00071,PROD-0084,3,180.06,540.18
ACCT-LN-000212,ACCT-INV-00071,PROD-0057,6,137.35,824.10
ACCT-LN-000213,ACCT-INV-00071,PROD-0093,4,163.71,654.84
ACCT-LN-000214,ACCT-INV-00071,PROD-0081,3,291.38,874.14
ACCT-LN-000215,ACCT-INV-00071,PROD-0053,8,80.81,646.48
ACCT-LN-000216,ACCT-INV-00072,PROD-0018,2,334.54,669.08
ACCT-LN-000217,ACCT-INV-00073,PROD-0041,14,216.65,3033.10
ACCT-LN-000218,ACCT-INV-00073,PROD-0032,18,221.97,3995.46
ACCT-LN-000219,ACCT-INV-00073,PROD-0083,12,251.46,3017.52
ACCT-LN-000220,ACCT-INV-00073,PROD-0032,27,221.97,5993.19
ACCT-LN-000221,ACCT-INV-00074,PROD-0100,1,37.08,37.08
ACCT-LN-000222,ACCT-INV-00074,PROD-0085,5,284.56,1422.80
ACCT-LN-000223,ACCT-INV-00074,PROD-0027,4,392.53,1570.12
ACCT-LN-000224,ACCT-INV-00075,PROD-0031,8,312.14,2497.12
ACCT-LN-000225,ACCT-INV-00076,PROD-0010,1,338.44,338.44
ACCT-LN-000226,ACCT-INV-00076,PROD-0047,6,450.44,2702.64
ACCT-LN-000227,ACCT-INV-00076,PROD-0017,7,399.96,2799.72
ACCT-LN-000228,ACCT-INV-00076,PROD-0073,7,335.84,2350.88
ACCT-LN-000229,ACCT-INV-00076,PROD-0047,3,450.44,1351.32
ACCT-LN-000230,ACCT-INV-00077,PROD-0076,2,358.04,716.08
ACCT-LN-000231,ACCT-INV-00078,PROD-0051,5,274.05,1370.25
ACCT-LN-000232,ACCT-INV-00079,PROD-0055,7,173.52,1214.64
ACCT-LN-000233,ACCT-INV-00079,PROD-0011,3,283.89,851.67
ACCT-LN-000234,ACCT-INV-00079,PROD-0036,2,148.18,296.36
ACCT-LN-000235,ACCT-INV-00079,PROD-0040,2,216.21,432.42
ACCT-LN-000236,ACCT-INV-00080,PROD-0069,6,302.17,1813.02
ACCT-LN-000237,ACCT-INV-00080,PROD-0051,2,274.05,548.10
ACCT-LN-000238,ACCT-INV-00081,PROD-0008,4,317.23,1268.92
ACCT-LN-000239,ACCT-INV-00081,PROD-0012,7,343.50,2404.50
ACCT-LN-000240,ACCT-INV-00082,PROD-0040,3,216.21,648.63
ACCT-LN-000241,ACCT-INV-00083,PROD-0021,8,86.47,691.76
ACCT-LN-000242,ACCT-INV-00084,PROD-0022,6,311.47,1868.82
ACCT-LN-000243,ACCT-INV-00084,PROD-0017,5,399.96,1999.80
ACCT-LN-000244,ACCT-INV-00084,PROD-0094,2,168.04,336.08
ACCT-LN-000245,ACCT-INV-00085,PROD-0035,2,386.42,772.84
ACCT-LN-000246,ACCT-INV-00085,PROD-0034,2,233.28,466.56
ACCT-LN-000247,ACCT-INV-00085,PROD-0064,8,386.95,3095.60
ACCT-LN-000248,ACCT-INV-00085,PROD-0066,6,482.89,2897.34
ACCT-LN-000249,ACCT-INV-00086,PROD-0021,5,86.47,432.35
ACCT-LN-000250,ACCT-INV-00086,PROD-0099,2,21.86,43.72
ACCT-LN-000251,ACCT-INV-00086,PROD-0074,2,21.14,42.28
ACCT-LN-000252,ACCT-INV-00087,PROD-0002,4,368.34,1473.36
ACCT-LN-000253,ACCT-INV-00088,PROD-0023,1,216.00,216.00
ACCT-LN-000254,ACCT-INV-00088,PROD-0071,7,405.68,2839.76
ACCT-LN-000255,ACCT-INV-00089,PROD-0035,2,386.42,772.84
ACCT-LN-000256,ACCT-INV-00089,PROD-0074,6,21.14,126.84
ACCT-LN-000257,ACCT-INV-00089,PROD-0016,1,229.45,229.45
ACCT-LN-000258,ACCT-INV-00090,PROD-0009,8,364.08,2912.64
ACCT-LN-000259,ACCT-INV-00090,PROD-0037,5,128.73,643.65
ACCT-LN-000260,ACCT-INV-00090,PROD-0042,2,203.90,407.80
ACCT-LN-000261,ACCT-INV-00090,PROD-0071,8,405.68,3245.44
ACCT-LN-000262,ACCT-INV-00091,PROD-0039,4,351.57,1406.28
ACCT-LN-000263,ACCT-INV-00091,PROD-0060,6,380.80,2284.80
ACCT-LN-000264,ACCT-INV-00091,PROD-0076,8,358.04,2864.32
ACCT-LN-000265,ACCT-INV-00091,PROD-0099,4,21.86,87.44
ACCT-LN-000266,ACCT-INV-00091,PROD-0094,4,168.04,672.16
ACCT-LN-000267,ACCT-INV-00092,PROD-0070,21,64.42,1352.82
ACCT-LN-000268,ACCT-INV-00092,PROD-0082,10,28.92,289.20
ACCT-LN-000269,ACCT-INV-00093,PROD-0095,5,107.90,539.50
ACCT-LN-000270,ACCT-INV-00093,PROD-0014,4,162.38,649.52
ACCT-LN-000271,ACCT-INV-00093,PROD-0068,4,207.38,829.52
ACCT-LN-000272,ACCT-INV-00093,PROD-0054,8,141.18,1129.44
ACCT-LN-000273,ACCT-INV-00094,PROD-0012,1,343.50,343.50
ACCT-LN-000274,ACCT-INV-00094,PROD-0030,7,494.13,3458.91
ACCT-LN-000275,ACCT-INV-00094,PROD-0090,6,163.51,981.06
ACCT-LN-000276,ACCT-INV-00095,PROD-0013,3,291.02,873.06
ACCT-LN-000277,ACCT-INV-00095,PROD-0082,7,28.92,202.44
ACCT-LN-000278,ACCT-INV-00095,PROD-0010,1,338.44,338.44
ACCT-LN-000279,ACCT-INV-00095,PROD-0056,3,149.95,449.85
ACCT-LN-000280,ACCT-INV-00095,PROD-0031,5,312.14,1560.70
ACCT-LN-000281,ACCT-INV-00096,PROD-0090,6,163.51,981.06
ACCT-LN-000282,ACCT-INV-00096,PROD-0041,8,216.65,1733.20
ACCT-LN-000283,ACCT-INV-00096,PROD-0035,4,386.42,1545.68
ACCT-LN-000284,ACCT-INV-00096,PROD-0010,4,338.44,1353.76
ACCT-LN-000285,ACCT-INV-00097,PROD-0020,2,341.31,682.62
ACCT-LN-000286,ACCT-INV-00098,PROD-0016,6,229.45,1376.70
ACCT-LN-000287,ACCT-INV-00098,PROD-0099,4,21.86,87.44
ACCT-LN-000288,ACCT-INV-00098,PROD-0058,5,378.28,1891.40
ACCT-LN-000289,ACCT-INV-00098,PROD-0060,5,380.80,1904.00
ACCT-LN-000290,ACCT-INV-00099,PROD-0091,1,283.43,283.43
ACCT-LN-000291,ACCT-INV-00099,PROD-0028,6,240.31,1441.86
ACCT-LN-000292,ACCT-INV-00099,PROD-0019,2,177.57,355.14
ACCT-LN-000293,ACCT-INV-00100,PROD-0007,5,191.65,958.25
ACCT-LN-000294,ACCT-INV-00100,PROD-0034,3,233.28,699.84
ACCT-LN-000295,ACCT-INV-00100,PROD-0004,7,107.19,750.33
ACCT-LN-000296,ACCT-INV-00100,PROD-0058,4,378.28,1513.12
ACCT-LN-000297,ACCT-INV-00100,PROD-0013,8,291.02,2328.16
ACCT-LN-000298,ACCT-INV-00101,PROD-0008,4,317.23,1268.92
ACCT-LN-000299,ACCT-INV-00102,PROD-0075,5,66.19,330.95
ACCT-LN-000300,ACCT-INV-00103,PROD-0026,8,447.94,3583.52
ACCT-LN-000301,ACCT-INV-00104,PROD-0016,1,229.45,229.45
ACCT-LN-000302,ACCT-INV-00104,PROD-0060,1,380.80,380.80
ACCT-LN-000303,ACCT-INV-00104,PROD-0022,7,311.47,2180.29
ACCT-LN-000304,ACCT-INV-00105,PROD-0049,7,339.40,2375.80
ACCT-LN-000305,ACCT-INV-00106,PROD-0036,5,148.18,740.90
ACCT-LN-000306,ACCT-INV-00106,PROD-0058,3,378.28,1134.84
ACCT-LN-000307,ACCT-INV-00107,PROD-0083,5,251.46,1257.30
ACCT-LN-000308,ACCT-INV-00107,PROD-0064,7,386.95,2708.65
ACCT-LN-000309,ACCT-INV-00108,PROD-0036,7,148.18,1037.26
ACCT-LN-000310,ACCT-INV-00109,PROD-0032,1,221.97,221.97
ACCT-LN-000311,ACCT-INV-00109,PROD-0049,6,339.40,2036.40
ACCT-LN-000312,ACCT-INV-00109,PROD-0062,8,76.22,609.76
ACCT-LN-000313,ACCT-INV-00109,PROD-0045,6,380.44,2282.64
ACCT-LN-000314,ACCT-INV-00109,PROD-0050,5,422.65,2113.25
ACCT-LN-000315,ACCT-INV-00110,PROD-0004,5,107.19,535.95
ACCT-LN-000316,ACCT-INV-00110,PROD-0008,8,317.23,2537.84
ACCT-LN-000317,ACCT-INV-00111,PROD-0021,2,86.47,172.94
ACCT-LN-000318,ACCT-INV-00111,PROD-0032,4,221.97,887.88
ACCT-LN-000319,ACCT-INV-00112,PROD-0074,7,21.14,147.98
ACCT-LN-000320,ACCT-INV-00112,PROD-0046,3,276.04,828.12
ACCT-LN-000321,ACCT-INV-00113,PROD-0076,1,358.04,358.04
ACCT-LN-000322,ACCT-INV-00113,PROD-0091,6,283.43,1700.58
ACCT-LN-000323,ACCT-INV-00113,PROD-0073,3,335.84,1007.52
ACCT-LN-000324,ACCT-INV-00114,PROD-0070,5,64.42,322.10
ACCT-LN-000325,ACCT-INV-00114,PROD-0023,8,216.00,1728.00
ACCT-LN-000326,ACCT-INV-00114,PROD-0005,2,15.82,31.64
ACCT-LN-000327,ACCT-INV-00114,PROD-0008,4,317.23,1268.92
ACCT-LN-000328,ACCT-INV-00115,PROD-0001,6,33.55,201.30
ACCT-LN-000329,ACCT-INV-00115,PROD-0079,4,145.17,580.68
ACCT-LN-000330,ACCT-INV-00115,PROD-0017,6,399.96,2399.76
ACCT-LN-000331,ACCT-INV-00115,PROD-0092,3,175.43,526.29
ACCT-LN-000332,ACCT-INV-00116,PROD-0019,3,177.57,532.71
ACCT-LN-000333,ACCT-INV-00117,PROD-0010,6,338.44,2030.64
ACCT-LN-000334,ACCT-INV-00117,PROD-0091,7,283.43,1984.01
ACCT-LN-000335,ACCT-INV-00117,PROD-0076,2,358.04,716.08
ACCT-LN-000336,ACCT-INV-00118,PROD-0094,7,168.04,1176.28
ACCT-LN-000337,ACCT-INV-00118,PROD-0082,8,28.92,231.36
ACCT-LN-000338,ACCT-INV-00119,PROD-0089,6,60.13,360.78
ACCT-LN-000339,ACCT-INV-00119,PROD-0029,3,236.38,709.14
ACCT-LN-000340,ACCT-INV-00119,PROD-0049,5,339.40,1697.00
ACCT-LN-000341,ACCT-INV-00119,PROD-0094,5,168.04,840.20
ACCT-LN-000342,ACCT-INV-00119,PROD-0017,3,399.96,1199.88
ACCT-LN-000343,ACCT-INV-00120,PROD-0051,1,274.05,274.05
ACCT-LN-000344,ACCT-INV-00120,PROD-0024,6,363.40,2180.40
ACCT-LN-000345,ACCT-INV-00120,PROD-0079,4,145.17,580.68
ACCT-LN-000346,ACCT-INV-00120,PROD-0082,2,28.92,57.84
ACCT-LN-000347,ACCT-INV-00120,PROD-0064,3,386.95,1160.85
ACCT-LN-000348,ACCT-INV-00121,PROD-0041,3,216.65,649.95
ACCT-LN-000349,ACCT-INV-00121,PROD-0082,2,28.92,57.84
ACCT-LN-000350,ACCT-INV-00121,PROD-0091,6,283.43,1700.58
ACCT-LN-000351,ACCT-INV-00122,PROD-0089,2,60.13,120.26
ACCT-LN-000352,ACCT-INV-00122,PROD-0045,5,380.44,1902.20
